a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
-0.11,-0.49,0.06,-4.06,-5.75,-35.88,-13.5,-8.44,7.44,0.14,-1.03,9.75,99105.91,24.45,2024-11-19 17:05:08
-0.19,-0.88,0.2,-4.75,-5.06,-35.56,-12.63,-4.5,5.87,0.17,-1.11,9.74,99106.16,24.45,2024-11-19 17:05:08
-0.11,-1.11,1.79,-4.75,-5.06,-35.56,-6.25,-0.62,3.94,0.17,-1.14,9.73,99106.27,24.44,2024-11-19 17:05:08
0.05,-1.03,2.25,-4.75,-4.37,-34.88,4.69,-3.5,2.31,0.18,-1.14,9.73,99106.27,24.44,2024-11-19 17:05:08
0.08,0.17,1.02,-5.0,-3.87,-35.0,8.13,-6.37,2.06,0.21,-1.1,9.74,99106.23,24.44,2024-11-19 17:05:08
0.03,0.81,0.39,-5.0,-3.87,-35.0,5.44,-4.56,5.44,0.24,-1.07,9.74,99106.16,24.44,2024-11-19 17:05:08
0.28,0.69,-0.53,-5.5,-3.87,-35.56,6.69,-1.87,7.37,0.24,-1.05,9.74,99106.16,24.44,2024-11-19 17:05:08
0.53,0.76,-0.01,-5.5,-3.87,-35.56,10.75,3.44,8.44,0.23,-1.0,9.75,99105.65,24.44,2024-11-19 17:05:08
0.36,1.0,-0.05,-6.56,-3.5,-36.06,13.19,5.25,9.88,0.2,-0.94,9.75,99105.48,24.44,2024-11-19 17:05:08
0.1,1.62,0.06,-6.56,-3.5,-36.06,9.44,5.69,10.81,0.18,-0.91,9.76,99105.48,24.44,2024-11-19 17:05:08
0.73,0.45,0.19,-5.56,-4.25,-37.0,1.12,6.12,10.63,0.13,-0.89,9.76,99105.42,24.44,2024-11-19 17:05:08
0.59,-0.4,0.51,-5.56,-4.25,-37.0,0.31,4.75,6.19,0.11,-0.89,9.76,99105.67,24.44,2024-11-19 17:05:08
0.11,0.15,-0.02,-6.0,-3.87,-35.69,9.13,2.87,1.87,0.09,-0.85,9.76,99105.67,24.43,2024-11-19 17:05:08
-0.04,0.32,-0.38,-6.56,-4.37,-35.25,2.37,2.19,1.62,0.08,-0.83,9.77,99105.16,24.43,2024-11-19 17:05:08
-0.17,-0.45,-0.35,-6.56,-4.37,-35.25,-2.12,3.37,1.06,0.07,-0.84,9.77,99105.8,24.43,2024-11-19 17:05:08
-0.07,-0.61,-0.11,-5.87,-4.06,-36.38,-1.75,3.5,0.37,0.06,-0.84,9.76,99105.8,24.43,2024-11-19 17:05:08
0.34,-0.06,-0.06,-5.87,-4.06,-36.38,0.5,1.31,-2.06,0.04,-0.84,9.76,99106.11,24.43,2024-11-19 17:05:08
0.23,0.28,-0.13,-4.87,-4.06,-36.38,-2.25,-1.75,-4.44,0.05,-0.85,9.76,99106.09,24.43,2024-11-19 17:05:08
