a_x,a_y,a_z,m_x,m_y,m_z,omega_x,omega_y,omega_z,g_x,g_y,g_z,Pressure,Temperature,Timestamp
-0.03,-0.03,-0.03,6.25,-16.56,-10.06,-2.12,-1.5,2.69,-0.13,-0.64,9.78,99106.88,24.48,2024-11-19 17:04:53
0.07,0.04,-0.04,6.25,-16.56,-10.06,-1.0,-0.69,2.56,-0.13,-0.64,9.78,99106.47,24.48,2024-11-19 17:04:53
0.02,-0.25,0.14,7.69,-16.19,-9.25,-0.75,0.5,1.69,-0.13,-0.65,9.78,99106.78,24.48,2024-11-19 17:04:53
-0.03,-0.17,0.26,7.69,-16.19,-9.25,0.81,0.88,0.37,-0.13,-0.65,9.78,99106.78,24.48,2024-11-19 17:04:53
0.03,-0.12,0.29,7.69,-16.56,-10.06,0.56,0.5,-0.56,-0.13,-0.64,9.78,99106.85,24.48,2024-11-19 17:04:53
-0.17,0.25,-0.06,7.0,-16.87,-10.88,-2.5,-1.87,0.19,-0.13,-0.65,9.78,99107.15,24.47,2024-11-19 17:04:53
0.42,-0.48,0.16,7.0,-16.87,-10.88,-4.06,-5.37,1.0,-0.11,-0.67,9.78,99107.15,24.47,2024-11-19 17:04:53
0.4,0.16,-0.21,7.0,-16.87,-10.5,-1.12,-4.06,-2.19,-0.08,-0.68,9.78,99107.02,24.46,2024-11-19 17:04:53
0.01,0.02,0.07,7.69,-16.87,-10.06,-3.5,-1.25,-4.87,-0.07,-0.69,9.78,99106.52,24.46,2024-11-19 17:04:53
0.03,-0.06,0.0,7.69,-16.87,-10.06,-1.37,3.0,-4.87,-0.08,-0.71,9.78,99106.64,24.46,2024-11-19 17:04:53
-0.17,-0.18,-0.12,7.37,-16.75,-10.88,0.81,5.56,-4.87,-0.09,-0.71,9.78,99106.64,24.47,2024-11-19 17:04:53
-0.33,0.21,0.19,7.37,-16.75,-10.88,1.62,7.94,-3.25,-0.13,-0.7,9.78,99106.6,24.47,2024-11-19 17:04:53
-0.09,-0.34,0.13,7.75,-15.38,-10.38,0.19,6.75,-0.62,-0.16,-0.7,9.78,99107.04,24.47,2024-11-19 17:04:53
-0.04,-0.39,0.28,7.75,-15.38,-10.38,-1.25,5.81,-0.75,-0.18,-0.7,9.77,99107.04,24.47,2024-11-19 17:04:53
0.04,0.07,0.25,8.56,-15.06,-9.69,0.44,2.69,-0.81,-0.2,-0.7,9.77,99106.91,24.47,2024-11-19 17:04:53
-0.08,0.14,-0.04,8.56,-15.06,-9.69,-3.19,-2.56,1.31,-0.2,-0.71,9.77,99106.93,24.47,2024-11-19 17:04:53
-0.1,-0.02,0.19,8.19,-14.69,-11.25,-2.0,-4.31,3.69,-0.18,-0.72,9.77,99106.93,24.47,2024-11-19 17:04:53
0.1,0.0,-0.01,8.19,-15.06,-11.0,-0.94,-5.56,4.37,-0.16,-0.72,9.77,99106.35,24.47,2024-11-19 17:04:53
0.04,-0.06,0.02,8.19,-15.06,-11.0,-3.0,-5.5,3.25,-0.13,-0.74,9.77,99106.09,24.47,2024-11-19 17:04:53
0.05,0.0,0.12,8.19,-15.06,-11.0,-1.87,-5.94,3.19,-0.11,-0.74,9.77,99106.09,24.47,2024-11-19 17:04:53
-0.02,-0.23,-0.31,8.19,-15.06,-11.0,-0.56,-4.12,3.12,-0.09,-0.75,9.77,99105.63,24.47,2024-11-19 17:04:53
-0.01,-0.03,0.06,7.37,-15.06,-11.0,2.62,-2.12,3.0,-0.08,-0.74,9.77,99105.88,24.47,2024-11-19 17:04:53
0.1,0.07,0.04,7.37,-15.06,-11.0,3.25,-1.81,2.94,-0.07,-0.73,9.77,99105.88,24.47,2024-11-19 17:04:53
0.02,-0.1,0.09,7.75,-15.75,-10.25,1.94,-1.31,2.25,-0.06,-0.71,9.77,99106.3,24.47,2024-11-19 17:04:53
-0.01,-0.09,0.11,6.37,-16.19,-11.06,4.87,-1.0,2.56,-0.06,-0.69,9.78,99106.43,24.47,2024-11-19 17:04:53
0.28,-0.1,-0.16,6.37,-16.19,-11.06,2.31,-1.75,1.94,-0.05,-0.68,9.78,99106.43,24.47,2024-11-19 17:04:53
0.26,-0.5,0.4,7.37,-17.37,-10.25,0.5,-2.31,2.06,-0.04,-0.68,9.78,99106.47,24.47,2024-11-19 17:04:53
-0.14,0.33,-0.03,7.37,-17.37,-10.25,3.25,-1.19,5.06,-0.03,-0.66,9.78,99106.7,24.46,2024-11-19 17:04:53
-0.06,0.05,-0.15,7.06,-17.37,-11.5,-0.06,0.88,9.13,-0.03,-0.66,9.78,99106.7,24.46,2024-11-19 17:04:53
-0.01,-0.34,0.09,7.06,-17.37,-11.5,-0.62,4.37,10.13,-0.05,-0.66,9.78,99106.77,24.46,2024-11-19 17:04:53
0.2,-0.31,-0.02,7.19,-16.69,-11.19,3.19,6.5,7.81,-0.09,-0.65,9.78,99107.21,24.46,2024-11-19 17:04:53
0.08,0.0,-0.18,7.5,-16.69,-10.0,3.0,7.0,4.44,-0.12,-0.64,9.78,99107.21,24.45,2024-11-19 17:04:53
-0.13,-0.12,0.37,7.5,-16.69,-10.0,0.81,7.0,2.5,-0.16,-0.63,9.78,99106.79,24.45,2024-11-19 17:04:53
-0.06,-0.1,0.25,7.87,-17.37,-10.0,1.94,3.31,1.0,-0.19,-0.62,9.78,99107.06,24.45,2024-11-19 17:04:53
0.15,-0.21,0.0,7.87,-17.37,-10.0,0.56,0.94,-0.44,-0.2,-0.62,9.78,99107.06,24.45,2024-11-19 17:04:53
-0.1,-0.05,0.28,7.56,-17.56,-9.56,-2.0,-3.06,-2.31,-0.18,-0.63,9.78,99107.13,24.45,2024-11-19 17:04:53
0.21,0.06,-0.09,9.0,-16.87,-11.19,-2.12,-8.5,-1.81,-0.14,-0.64,9.78,99107.82,24.45,2024-11-19 17:04:53
0.4,-0.32,-0.16,9.0,-16.87,-11.19,-4.62,-8.63,-3.56,-0.1,-0.66,9.78,99107.82,24.44,2024-11-19 17:04:53
0.5,-0.58,0.14,8.06,-16.5,-10.5,1.0,-1.94,-4.94,-0.07,-0.67,9.78,99107.94,24.44,2024-11-19 17:04:53
-0.05,0.43,-0.09,8.06,-16.5,-10.5,-3.06,-2.12,-2.44,-0.06,-0.68,9.78,99107.95,24.44,2024-11-19 17:04:53
0.06,-0.32,-0.13,9.19,-16.5,-10.88,-3.44,-0.13,1.37,-0.06,-0.69,9.78,99107.95,24.44,2024-11-19 17:04:53
0.08,-0.68,0.02,7.37,-16.0,-12.0,-0.56,3.31,-0.19,-0.07,-0.7,9.78,99107.74,24.44,2024-11-19 17:04:53
0.03,-0.43,0.11,7.37,-16.0,-12.0,1.37,5.5,-3.75,-0.1,-0.69,9.78,99108.3,24.44,2024-11-19 17:04:53
-0.17,0.0,0.48,8.06,-16.75,-10.06,0.25,3.12,-3.75,-0.11,-0.69,9.78,99108.3,24.45,2024-11-19 17:04:53
-0.21,-0.15,-0.22,8.06,-16.75,-10.06,1.5,2.37,-1.69,-0.12,-0.69,9.78,99107.95,24.45,2024-11-19 17:04:53
0.09,0.02,0.13,8.06,-16.75,-10.5,2.62,3.44,-0.69,-0.13,-0.68,9.78,99107.66,24.45,2024-11-19 17:04:53
0.29,-0.03,0.05,8.06,-16.75,-10.5,2.75,2.69,-0.81,-0.14,-0.67,9.78,99107.66,24.45,2024-11-19 17:04:53
0.02,-0.15,-0.04,7.69,-15.56,-11.69,0.37,2.75,-1.44,-0.16,-0.66,9.78,99107.48,24.45,2024-11-19 17:04:53
0.04,-0.01,0.57,7.69,-15.56,-11.69,1.62,1.75,-0.94,-0.17,-0.66,9.78,99107.23,24.46,2024-11-19 17:04:53
0.15,0.17,0.01,7.69,-16.69,-10.06,3.19,0.5,-1.06,-0.17,-0.64,9.78,99107.23,24.45,2024-11-19 17:04:53
0.08,0.08,-0.12,8.5,-17.06,-11.56,-0.19,0.62,-1.37,-0.17,-0.64,9.78,99106.32,24.45,2024-11-19 17:04:53
0.01,-0.1,0.08,8.5,-17.06,-11.56,0.56,0.13,-1.19,-0.17,-0.64,9.78,99106.1,24.46,2024-11-19 17:04:53
0.1,-0.15,-0.22,8.88,-17.06,-10.5,1.87,0.37,-1.25,-0.17,-0.64,9.78,99106.1,24.46,2024-11-19 17:04:53
-0.08,-0.07,0.01,8.88,-17.06,-10.5,1.56,0.81,-2.06,-0.17,-0.63,9.78,99106.15,24.46,2024-11-19 17:04:53
-0.15,0.0,0.42,8.88,-16.75,-10.88,0.06,-0.62,-1.19,-0.17,-0.63,9.78,99106.2,24.46,2024-11-19 17:04:53
-0.01,-0.04,0.33,8.88,-16.75,-10.88,0.13,-2.87,-0.69,-0.16,-0.63,9.78,99106.2,24.46,2024-11-19 17:04:53
0.17,-0.23,-0.19,8.06,-17.19,-9.69,1.62,-2.25,-1.25,-0.15,-0.62,9.78,99106.18,24.46,2024-11-19 17:04:53
-0.03,0.03,-0.07,8.06,-17.19,-9.69,1.81,-0.25,-1.12,-0.15,-0.61,9.78,99106.66,24.46,2024-11-19 17:04:53
0.13,-0.08,0.13,7.69,-16.75,-12.38,1.44,0.06,-0.69,-0.15,-0.61,9.78,99106.66,24.46,2024-11-19 17:04:53
0.11,-0.1,-0.12,7.37,-17.37,-11.25,1.25,0.31,-0.44,-0.14,-0.6,9.78,99106.7,24.46,2024-11-19 17:04:53
0.01,-0.01,0.03,7.37,-17.37,-11.25,-0.25,1.69,-0.5,-0.15,-0.6,9.78,99106.63,24.46,2024-11-19 17:04:53
0.0,-0.21,0.15,8.88,-17.06,-10.88,-0.94,2.62,-0.19,-0.16,-0.61,9.78,99106.63,24.46,2024-11-19 17:04:53
-0.02,-0.15,0.06,8.88,-17.06,-10.88,-0.13,1.81,-0.13,-0.17,-0.61,9.78,99106.88,24.46,2024-11-19 17:04:53
-0.05,-0.1,0.13,8.06,-16.5,-10.06,-1.25,0.81,0.31,-0.18,-0.61,9.78,99107.02,24.45,2024-11-19 17:04:53
0.09,-0.07,0.13,8.5,-16.5,-10.88,-1.56,-0.44,0.19,-0.18,-0.62,9.78,99107.02,24.45,2024-11-19 17:04:53
0.07,-0.19,0.0,8.5,-16.5,-10.88,-0.94,-1.0,-0.31,-0.17,-0.63,9.78,99107.25,24.45,2024-11-19 17:04:53
0.1,0.0,-0.13,8.06,-17.5,-10.88,0.31,-0.75,-0.37,-0.17,-0.63,9.78,99107.62,24.45,2024-11-19 17:04:53
0.13,-0.06,-0.06,8.88,-16.5,-10.5,0.56,1.06,-1.0,-0.16,-0.63,9.78,99107.77,24.45,2024-11-19 17:04:53
-0.06,-0.21,0.4,8.88,-16.5,-10.5,0.44,2.25,-0.88,-0.18,-0.63,9.78,99107.3,24.45,2024-11-19 17:04:53
-0.01,-0.02,0.11,8.5,-16.75,-11.69,1.0,0.56,-0.56,-0.18,-0.63,9.78,99107.3,24.45,2024-11-19 17:04:53
0.01,-0.14,0.16,8.06,-16.5,-11.25,-1.56,0.0,-0.62,-0.18,-0.63,9.78,99107.29,24.45,2024-11-19 17:04:53
-0.02,0.07,0.25,8.06,-16.5,-11.25,-0.5,-0.62,0.13,-0.18,-0.64,9.78,99106.69,24.45,2024-11-19 17:04:53
0.12,0.17,-0.08,8.06,-16.37,-11.69,0.13,-1.81,1.25,-0.17,-0.63,9.78,99106.69,24.45,2024-11-19 17:04:53
0.16,-0.19,-0.24,8.06,-16.37,-11.69,-1.81,-2.0,1.56,-0.16,-0.64,9.78,99106.58,24.45,2024-11-19 17:04:53
-0.02,-0.07,0.11,9.19,-16.0,-9.25,-0.75,0.37,0.88,-0.16,-0.65,9.78,99106.31,24.44,2024-11-19 17:04:53
-0.06,0.04,0.12,9.19,-16.0,-9.25,1.0,1.0,0.62,-0.16,-0.65,9.78,99106.31,24.44,2024-11-19 17:04:53
-0.02,-0.12,0.05,7.69,-16.06,-11.69,1.06,0.56,1.19,-0.17,-0.64,9.78,99106.39,24.44,2024-11-19 17:04:53
0.0,-0.13,0.11,7.69,-15.69,-11.25,0.56,0.56,0.75,-0.17,-0.64,9.78,99106.11,24.45,2024-11-19 17:04:53
0.0,-0.06,0.13,7.69,-15.69,-11.25,1.0,0.44,0.25,-0.17,-0.64,9.78,99106.11,24.45,2024-11-19 17:04:53
-0.08,-0.14,0.03,8.5,-15.25,-12.06,1.25,-0.56,0.13,-0.17,-0.63,9.78,99106.7,24.45,2024-11-19 17:04:53
0.04,-0.44,0.0,8.5,-15.25,-12.06,2.31,-0.94,-0.25,-0.16,-0.63,9.78,99107.15,24.46,2024-11-19 17:04:53
0.08,-0.65,0.13,8.06,-16.06,-12.75,2.87,-0.56,-1.5,-0.16,-0.62,9.78,99107.15,24.46,2024-11-19 17:04:53
-0.03,-0.51,0.46,8.06,-16.06,-12.75,3.06,-2.31,-2.62,-0.15,-0.6,9.78,99107.39,24.46,2024-11-19 17:04:53
-0.14,0.11,0.4,9.19,-16.37,-10.88,5.87,-6.12,0.62,-0.13,-0.58,9.78,99107.21,24.46,2024-11-19 17:04:53
0.21,0.04,-0.64,9.19,-16.37,-10.88,5.69,-4.81,2.0,-0.11,-0.56,9.78,99107.21,24.46,2024-11-19 17:04:53
0.43,-0.68,-0.62,8.88,-16.06,-10.5,4.69,-1.31,2.19,-0.1,-0.53,9.79,99107.1,24.46,2024-11-19 17:04:53
0.46,-0.52,-0.24,7.37,-16.75,-10.88,6.12,1.37,2.5,-0.1,-0.5,9.79,99106.77,24.46,2024-11-19 17:04:53
0.46,-0.55,0.22,7.37,-16.75,-10.88,4.81,0.5,3.19,-0.11,-0.49,9.79,99106.77,24.46,2024-11-19 17:04:53
0.39,-0.97,0.37,7.37,-16.75,-11.0,0.81,-0.31,2.19,-0.11,-0.48,9.79,99106.08,24.46,2024-11-19 17:04:53
-0.02,-0.65,0.31,7.37,-16.75,-11.0,1.44,0.13,1.94,-0.11,-0.47,9.79,99106.31,24.47,2024-11-19 17:04:53
0.12,-1.06,0.12,7.37,-17.19,-11.75,4.31,1.94,3.5,-0.11,-0.46,9.79,99106.31,24.47,2024-11-19 17:04:53
0.46,-1.56,-0.22,7.37,-17.19,-11.75,5.87,6.06,2.37,-0.14,-0.43,9.79,99106.03,24.47,2024-11-19 17:04:53
0.57,-1.48,-0.24,7.69,-16.75,-11.38,2.31,7.44,-2.81,-0.17,-0.41,9.79,99105.74,24.47,2024-11-19 17:04:53
0.25,-1.14,-0.08,7.69,-16.75,-11.38,-1.0,7.69,-6.56,-0.2,-0.45,9.79,99105.74,24.48,2024-11-19 17:04:53
-0.32,-0.52,0.88,8.88,-17.06,-11.38,1.37,5.37,-7.87,-0.22,-0.45,9.79,99106.54,24.48,2024-11-19 17:04:53
-0.61,0.15,0.8,8.88,-17.06,-11.38,2.75,1.62,-7.06,-0.23,-0.45,9.79,99105.83,24.48,2024-11-19 17:04:53
-0.52,0.3,0.75,7.69,-16.69,-11.06,0.31,-5.37,-2.25,-0.22,-0.44,9.79,99105.83,24.47,2024-11-19 17:04:53
-0.18,-0.13,0.31,7.69,-16.69,-11.06,0.94,-9.44,0.06,-0.17,-0.44,9.79,99106.06,24.47,2024-11-19 17:04:53
0.06,-0.14,-0.19,9.19,-17.06,-11.0,0.75,-11.94,0.62,-0.11,-0.43,9.79,99106.18,24.47,2024-11-19 17:04:53
0.31,-0.58,-1.19,8.06,-17.75,-11.88,-2.12,-10.25,-0.25,-0.08,-0.43,9.79,99106.18,24.48,2024-11-19 17:04:53
0.3,-0.84,-1.22,8.06,-17.75,-11.88,-6.31,-3.62,-4.19,-0.05,-0.46,9.79,99106.13,24.48,2024-11-19 17:04:53
0.28,-0.59,0.52,8.06,-17.75,-11.56,-1.81,-0.94,-7.19,-0.04,-0.48,9.79,99105.95,24.48,2024-11-19 17:04:53
0.15,-0.27,0.05,8.06,-17.75,-11.56,2.25,-2.5,-6.69,-0.03,-0.48,9.79,99105.95,24.48,2024-11-19 17:04:53
0.12,-1.02,-0.95,7.69,-17.75,-11.19,2.0,2.37,-7.31,-0.03,-0.47,9.79,99106.38,24.48,2024-11-19 17:04:53
-0.05,-0.95,-0.26,7.69,-17.75,-11.19,4.0,10.19,-9.88,-0.06,-0.45,9.79,99106.29,24.48,2024-11-19 17:04:54
-0.48,-0.85,-0.1,8.0,-16.37,-11.69,5.94,13.25,-9.0,-0.11,-0.43,9.79,99106.29,24.48,2024-11-19 17:04:54
-0.63,-0.82,0.56,8.0,-16.37,-11.69,7.94,14.25,-6.0,-0.17,-0.4,9.79,99106.17,24.48,2024-11-19 17:04:54
-0.72,-0.41,0.47,7.37,-17.25,-10.06,11.19,10.69,-1.94,-0.23,-0.34,9.79,99106.8,24.48,2024-11-19 17:04:54
-0.63,-1.04,-0.22,8.38,-17.25,-12.06,8.94,5.19,3.19,-0.27,-0.29,9.79,99106.8,24.48,2024-11-19 17:04:54
-0.53,-1.39,-0.29,8.38,-17.25,-12.06,7.75,4.31,4.0,-0.29,-0.26,9.79,99106.64,24.48,2024-11-19 17:04:54
-0.47,-1.32,-0.35,9.69,-17.19,-11.25,8.13,4.31,2.44,-0.31,-0.21,9.79,99106.7,24.48,2024-11-19 17:04:54
-0.52,-1.21,0.15,9.69,-17.19,-11.25,5.81,2.31,1.87,-0.32,-0.19,9.79,99106.7,24.47,2024-11-19 17:04:54
-0.56,-0.69,0.76,9.69,-18.75,-11.88,2.69,-2.19,2.37,-0.32,-0.17,9.79,99106.22,24.47,2024-11-19 17:04:54
-0.51,-0.84,-0.42,9.69,-18.75,-11.88,2.75,-5.94,3.75,-0.3,-0.16,9.8,99105.84,24.47,2024-11-19 17:04:54
-0.53,-0.92,-0.92,8.06,-18.06,-12.19,-2.12,-3.75,3.75,-0.28,-0.17,9.8,99105.84,24.47,2024-11-19 17:04:54
-0.31,-0.83,0.04,8.06,-18.06,-12.19,-7.87,-0.25,4.94,-0.28,-0.19,9.8,99105.7,24.47,2024-11-19 17:04:54
-0.17,-0.3,-0.27,9.5,-18.69,-12.19,-8.19,-0.5,8.5,-0.28,-0.25,9.79,99105.91,24.48,2024-11-19 17:04:54
0.24,-0.42,-0.52,9.38,-18.69,-12.38,-15.63,1.75,11.38,-0.28,-0.29,9.79,99105.91,24.47,2024-11-19 17:04:54
0.08,-0.3,-0.02,9.38,-18.69,-12.38,-19.56,9.0,11.38,-0.32,-0.39,9.79,99105.8,24.47,2024-11-19 17:04:54
-0.16,-0.02,0.69,9.06,-18.69,-12.88,-14.69,12.38,14.06,-0.38,-0.47,9.78,99106.54,24.48,2024-11-19 17:04:54
0.11,-0.08,0.82,9.06,-18.69,-12.88,-12.5,13.56,15.81,-0.43,-0.51,9.78,99106.54,24.48,2024-11-19 17:04:54
0.12,-0.29,0.82,9.88,-16.37,-12.06,-12.25,13.63,16.0,-0.5,-0.56,9.77,99106.38,24.48,2024-11-19 17:04:54
0.27,-0.44,1.47,9.88,-16.37,-12.06,-10.88,13.75,14.94,-0.57,-0.62,9.77,99107.02,24.48,2024-11-19 17:04:54
-0.03,0.18,1.87,10.5,-16.69,-11.88,-5.81,9.31,14.25,-0.63,-0.65,9.76,99107.02,24.47,2024-11-19 17:04:54
-0.06,-0.17,1.7,10.75,-16.25,-13.06,-4.06,-1.62,15.38,-0.65,-0.67,9.76,99106.57,24.47,2024-11-19 17:04:54
0.29,-0.49,-0.03,10.75,-16.25,-13.06,-4.62,-6.69,11.44,-0.63,-0.68,9.76,99106.51,24.47,2024-11-19 17:04:54
0.59,-1.26,-0.8,10.69,-16.69,-13.5,-5.56,-8.88,8.13,-0.6,-0.7,9.76,99106.51,24.47,2024-11-19 17:04:54
0.43,-0.68,-0.62,10.69,-16.69,-13.5,-4.87,-5.75,1.56,-0.57,-0.72,9.76,99106.07,24.47,2024-11-19 17:04:54
0.27,-0.06,0.32,10.69,-15.88,-12.88,-3.31,-1.06,-0.56,-0.55,-0.74,9.76,99106.27,24.47,2024-11-19 17:04:54
0.46,-0.2,0.19,10.69,-15.88,-12.88,3.31,-1.87,1.12,-0.55,-0.74,9.76,99106.27,24.47,2024-11-19 17:04:54
0.23,0.07,-0.58,10.69,-15.19,-14.25,6.12,-2.06,1.44,-0.54,-0.71,9.76,99106.09,24.47,2024-11-19 17:04:54
-0.17,0.11,-1.27,10.69,-15.19,-14.25,4.06,1.0,4.06,-0.54,-0.69,9.76,99106.23,24.47,2024-11-19 17:04:54
0.16,-0.5,-0.69,11.69,-16.06,-13.56,5.62,2.69,6.0,-0.55,-0.67,9.76,99106.23,24.47,2024-11-19 17:04:54
0.45,-0.72,-0.89,10.38,-16.75,-14.0,5.44,2.81,6.12,-0.56,-0.64,9.76,99106.33,24.47,2024-11-19 17:04:54
0.24,-0.52,-0.14,10.38,-16.75,-14.0,-2.62,1.5,2.12,-0.57,-0.63,9.76,99105.84,24.47,2024-11-19 17:04:54
0.35,-0.59,0.38,10.56,-15.88,-13.88,-6.37,-2.81,0.94,-0.57,-0.66,9.76,99105.84,24.46,2024-11-19 17:04:54
0.5,-0.9,0.09,10.56,-15.88,-13.88,0.25,-6.31,0.75,-0.54,-0.67,9.76,99105.77,24.46,2024-11-19 17:04:54
0.51,-0.3,-0.59,11.69,-15.56,-12.69,-1.37,-4.75,-0.06,-0.51,-0.67,9.76,99105.88,24.46,2024-11-19 17:04:54
0.7,-1.17,-0.6,11.69,-15.56,-12.69,-5.94,-4.31,-0.62,-0.5,-0.69,9.76,99105.88,24.46,2024-11-19 17:04:54
0.36,-0.89,-0.56,11.69,-15.69,-14.25,-4.56,-0.75,-3.81,-0.49,-0.72,9.76,99105.64,24.46,2024-11-19 17:04:55
0.02,0.28,0.6,11.69,-15.56,-13.5,-4.87,0.88,-3.69,-0.49,-0.74,9.76,99105.63,24.46,2024-11-19 17:04:55
0.28,0.0,1.14,11.69,-15.56,-13.5,-6.56,0.44,0.31,-0.49,-0.77,9.76,99105.63,24.47,2024-11-19 17:04:55
0.51,-0.12,0.7,12.06,-15.38,-13.38,-4.69,0.5,3.81,-0.49,-0.8,9.76,99105.95,24.47,2024-11-19 17:04:55
0.62,-0.39,0.24,12.06,-15.38,-13.38,-5.94,0.62,3.06,-0.5,-0.83,9.75,99105.98,24.47,2024-11-19 17:04:55
0.47,-0.64,0.77,12.19,-14.25,-13.0,-6.19,1.5,1.5,-0.5,-0.85,9.75,99105.98,24.46,2024-11-19 17:04:55
-0.02,0.22,1.31,12.19,-14.25,-13.0,-4.69,0.19,-0.31,-0.5,-0.87,9.75,99106.29,24.46,2024-11-19 17:04:55
-0.06,0.35,1.14,12.06,-15.0,-13.38,-4.69,-0.06,0.13,-0.5,-0.89,9.75,99106.11,24.46,2024-11-19 17:04:55
0.01,0.12,1.55,12.75,-14.5,-13.0,-3.19,-0.94,1.12,-0.5,-0.92,9.75,99106.11,24.46,2024-11-19 17:04:55
0.28,-0.03,1.36,12.75,-14.5,-13.0,6.37,-3.56,0.06,-0.49,-0.9,9.75,99105.96,24.46,2024-11-19 17:04:55
-0.01,0.71,-0.2,12.5,-14.38,-13.0,8.31,-8.13,-0.56,-0.45,-0.86,9.75,99105.57,24.46,2024-11-19 17:04:55
0.03,0.12,-0.31,12.5,-14.38,-13.0,5.06,-7.06,-0.13,-0.43,-0.84,9.76,99105.57,24.46,2024-11-19 17:04:55
0.1,-0.05,-0.22,12.06,-15.38,-13.38,6.44,-3.31,-1.12,-0.4,-0.8,9.76,99105.85,24.46,2024-11-19 17:04:55
-0.17,0.62,0.18,12.06,-15.38,-13.38,7.37,-3.25,0.37,-0.39,-0.78,9.76,99106.18,24.46,2024-11-19 17:04:55
-0.25,0.83,0.36,12.5,-15.0,-12.5,8.13,-5.94,4.56,-0.37,-0.74,9.77,99106.18,24.45,2024-11-19 17:04:55
-0.05,0.34,-0.47,12.5,-15.0,-12.5,6.5,-7.94,6.25,-0.33,-0.7,9.77,99106.14,24.45,2024-11-19 17:04:55
-0.08,-0.26,-1.22,13.5,-15.25,-13.25,3.19,-4.12,5.25,-0.31,-0.68,9.77,99106.15,24.45,2024-11-19 17:04:55
-0.07,-0.3,-1.21,11.0,-14.88,-14.0,3.44,0.0,3.44,-0.3,-0.67,9.77,99106.15,24.45,2024-11-19 17:04:55
-0.02,-0.12,-1.24,11.0,-14.88,-14.0,-0.37,3.19,2.25,-0.32,-0.66,9.77,99105.87,24.45,2024-11-19 17:04:55
-0.11,-0.22,-1.16,12.19,-15.69,-12.5,-5.62,8.0,0.19,-0.35,-0.69,9.77,99105.65,24.45,2024-11-19 17:04:55
-0.52,0.09,-0.65,12.19,-15.69,-12.5,-7.25,10.06,0.19,-0.39,-0.71,9.77,99105.65,24.45,2024-11-19 17:04:55
-0.48,-0.5,-0.01,12.88,-16.0,-13.25,-5.06,10.19,1.44,-0.44,-0.75,9.76,99105.63,24.45,2024-11-19 17:04:55
-0.44,-0.45,0.48,12.88,-16.0,-13.25,1.62,6.87,1.06,-0.48,-0.75,9.76,99105.49,24.45,2024-11-19 17:04:55
-0.56,-0.25,-0.52,12.56,-15.69,-12.06,-1.12,4.06,1.0,-0.5,-0.75,9.76,99105.49,24.46,2024-11-19 17:04:55
-0.32,-1.39,-0.03,12.56,-15.69,-12.06,-6.5,2.0,1.0,-0.51,-0.77,9.76,99105.51,24.46,2024-11-19 17:04:55
-0.21,-0.81,0.66,13.25,-15.56,-12.5,-2.44,-0.31,-1.31,-0.52,-0.79,9.76,99105.45,24.46,2024-11-19 17:04:55
-0.19,-0.16,0.9,13.69,-14.75,-12.5,-4.87,-4.69,-1.5,-0.5,-0.81,9.75,99105.45,24.45,2024-11-19 17:04:55
-0.12,0.18,0.81,13.69,-14.75,-12.5,-9.31,-8.13,0.13,-0.46,-0.85,9.75,99106.01,24.45,2024-11-19 17:04:55
0.04,-0.17,0.26,14.06,-15.19,-12.56,-7.94,-5.81,0.37,-0.43,-0.9,9.75,99105.9,24.45,2024-11-19 17:04:55
-0.01,-0.2,-0.45,14.06,-15.19,-12.56,-7.81,-2.75,-0.19,-0.42,-0.92,9.75,99105.9,24.45,2024-11-19 17:04:55
-0.14,0.03,1.04,13.38,-14.38,-11.38,-15.0,0.0,-1.87,-0.41,-0.98,9.74,99105.61,24.45,2024-11-19 17:04:55
-0.17,0.36,2.1,13.38,-14.38,-11.38,-10.63,-0.37,-0.19,-0.41,-1.05,9.74,99106.13,24.46,2024-11-19 17:04:55
-0.06,0.58,1.43,14.0,-14.56,-13.0,-4.56,-1.44,2.0,-0.4,-1.07,9.73,99106.13,24.46,2024-11-19 17:04:55
0.09,0.46,0.69,14.0,-14.56,-13.0,-1.75,-0.44,5.06,-0.41,-1.08,9.73,99106.05,24.46,2024-11-19 17:04:55
0.51,-0.58,0.36,14.0,-14.25,-12.19,7.19,2.69,4.87,-0.42,-1.06,9.73,99105.75,24.45,2024-11-19 17:04:55
0.62,0.08,-0.8,14.0,-12.38,-12.19,7.81,4.19,2.69,-0.43,-1.03,9.74,99105.75,24.45,2024-11-19 17:04:55
0.63,-0.31,-0.81,14.0,-12.38,-12.19,-1.87,6.5,0.44,-0.46,-1.02,9.74,99105.71,24.45,2024-11-19 17:04:56
0.51,-0.47,-0.16,12.75,-14.38,-11.56,-3.5,8.5,-1.56,-0.5,-1.04,9.73,99105.65,24.45,2024-11-19 17:04:56
0.09,0.21,0.04,12.75,-14.38,-11.56,-2.87,7.25,-1.06,-0.54,-1.05,9.73,99105.65,24.45,2024-11-19 17:04:56
-0.11,0.37,-0.09,14.38,-13.69,-11.56,-4.25,4.62,1.69,-0.55,-1.07,9.73,99106.23,24.45,2024-11-19 17:04:56
0.21,-0.6,0.28,14.38,-13.69,-11.56,-2.06,1.37,4.5,-0.57,-1.08,9.72,99105.87,24.46,2024-11-19 17:04:56
0.3,-0.44,0.7,14.38,-13.56,-12.0,6.12,-1.75,4.5,-0.57,-1.07,9.73,99105.87,24.46,2024-11-19 17:04:56
